id,PermitType,PermitNumber,PerrmitStatus 
39869,Construction,6508131,Initial Information Collected
39870,Construction,6526778,Initial Information Collected
39871,Construction,6519542,Initial Information Collected
39872,Construction,6522991,Initial Information Collected
39873,Construction,6522991,Initial Information Collected
39874,Construction,6523320,Initial Information Collected
39875,Construction,6523320,Initial Information Collected
39876,Demolition,6453413,
39877,Construction,6472337,Initial Information Collected
39878,Construction,6514530,Initial Information Collected
39879,Construction,6516865,Initial Information Collected
39880,Construction,6531425,
39881,Construction,6531425,
39882,Construction,6525366,Initial Information Collected
39883,Construction,6525366,Initial Information Collected
39884,Construction,6531147,
39885,Construction,6527559,Initial Information Collected
39886,Construction,6527559,Initial Information Collected
39887,Construction,6529094,Initial Information Collected
39888,Construction,6529094,Initial Information Collected
39889,Construction,6529104,Initial Information Collected
39890,Construction,6529104,Initial Information Collected
39891,Construction,6528468,Initial Information Collected
39892,Construction,6528468,Initial Information Collected
39893,Construction,6530182,Initial Information Collected
39894,Construction,6530182,Initial Information Collected
39895,Construction,6440679,
39896,Construction,6488322,Initial Information Collected
39897,Demolition,6456508,Initial Information Collected
39898,Construction,6508254,Initial Information Collected
39899,Construction,6508254,Initial Information Collected
39900,Construction,6520369,Initial Information Collected
39901,Construction,6513443,Initial Information Collected
39902,Construction,6521153,Initial Information Collected
39903,Construction,6521149,Initial Information Collected
39904,Construction,6521141,Initial Information Collected
39905,Construction,6524129,Initial Information Collected
39906,Construction,6506794,Initial Information Collected
39907,Construction,6506794,Initial Information Collected
39908,Site Development,6524583,
39909,Site Development,6524583,
39910,Construction,6528787,Initial Information Collected
39911,Construction,6528787,Initial Information Collected
39912,Construction,6528835,
39913,Construction,6528835,
39914,Construction,6501387,Initial Information Collected
39915,Construction,6446127,Initial Information Collected
39916,Construction,6479053,Initial Information Collected
39917,Construction,6511971,Initial Information Collected
39918,Construction,6520684,Initial Information Collected
39919,Construction,6490606,
39920,Construction,6512487,Initial Information Collected
39921,Construction,6516090,Initial Information Collected
39922,Construction,6520975,Initial Information Collected
39923,Construction,6457921,
39924,Construction,6521059,Initial Information Collected
39925,Construction,6503929,
39926,Construction,6527251,
39927,Construction,6527251,
39928,Construction,6531131,
39929,Construction,6531131,
39930,Construction,6530391,Initial Information Collected
39931,Construction,6530391,Initial Information Collected
39932,Construction,6531736,
39933,Demolition,6531551,
39934,Construction,6531736,
39935,Demolition,6531551,
39936,Construction,6488979,Initial Information Collected
39937,Construction,6507024,Initial Information Collected
39938,Construction,6467815,Initial Information Collected
39939,Construction,6530080,
39940,Construction,6530395,
39941,Construction,6530395,
39942,Demolition,6487712,Initial Information Collected
39943,Site Development,6453286,Information Collected
39944,Construction,6506099,
39945,Construction,6517022,Initial Information Collected
39946,Construction,6523667,Initial Information Collected
39947,Construction,6520787,Initial Information Collected
39948,Construction,6510014,
39949,Construction,6519152,Initial Information Collected
39950,Construction,6530371,
39951,Construction,6519285,Initial Information Collected
39952,Construction,6520730,Initial Information Collected
39953,Construction,6520730,Initial Information Collected
39954,Construction,6528478,Initial Information Collected
39955,Construction,6528478,Initial Information Collected
39956,Construction,6531146,
39957,Construction,6531146,
39958,Construction,6465107,Initial Information Collected
39959,Construction,6516782,Initial Information Collected
39960,Construction,6529324,Initial Information Collected
39961,Construction,6530242,Initial Information Collected
39962,Construction,6530242,Initial Information Collected
39963,Construction,6438311,Initial Information Collected
39964,Construction,6520724,Initial Information Collected
39965,Construction,6519360,Initial Information Collected
39966,Construction,6449456,Initial Information Collected
39967,Construction,6449456,Initial Information Collected
39968,Construction,6526715,Initial Information Collected
39969,Construction,6526715,Initial Information Collected
39970,Construction,6527596,Initial Information Collected
39971,Construction,6527596,Initial Information Collected
39972,Construction,6528054,
39973,Construction,6528054,
39974,Construction,6521625,Initial Information Collected
39975,Construction,6514504,Initial Information Collected
39976,Construction,6514499,Initial Information Collected
39977,Construction,6514517,Initial Information Collected
39978,Construction,6514484,
39979,Construction,6514475,
39980,Construction,6514464,
39981,Construction,6513128,Initial Information Collected
39982,Construction,6464953,Initial Information Collected
39983,Construction,6491082,Initial Information Collected
39984,Construction,6491082,Initial Information Collected
39985,Construction,6443403,Initial Information Collected
39986,Construction,6459259,Initial Information Collected
39987,Construction,6474940,
39988,Construction,6514704,Initial Information Collected
39989,Construction,6522235,Initial Information Collected
39990,Construction,6495682,Initial Information Collected
39991,Construction,6428371,
39992,Construction,6504865,Initial Information Collected
39993,Construction,6525927,Initial Information Collected
39994,Construction,6525927,Initial Information Collected
39995,Construction,6531147,
39996,Construction,6445031,
39997,Construction,6484323,
39998,Construction,6481629,Initial Information Collected
39999,Construction,6461926,Initial Information Collected
40000,Construction,6461926,Initial Information Collected
40001,Construction,6529745,Initial Information Collected
40002,Construction,6500764,Initial Information Collected
40003,Construction,6500714,Initial Information Collected
40004,Construction,6522306,Initial Information Collected
40005,Construction,6497649,Initial Information Collected
40006,Construction,6463478,Initial Information Collected
40007,Construction,6484391,Initial Information Collected
40008,Site Development,6487719,Information Collected
40009,Construction,6522483,Initial Information Collected
40010,Construction,6506729,Initial Information Collected
40011,Construction,6521148,Initial Information Collected
40012,Construction,6522966,Initial Information Collected
40013,Construction,6522966,Initial Information Collected
40014,Construction,6529214,
40015,Construction,6529214,
40016,Construction,6531573,
40017,Construction,6531573,
40018,Construction,6489761,Initial Information Collected
40019,Construction,6456595,Initial Information Collected
40020,Construction,6451366,
40021,Construction,6489889,
40022,Construction,6482198,Initial Information Collected
40023,Construction,6502120,Initial Information Collected
40024,Demolition,6460019,Initial Information Collected
40025,Construction,6464691,
40026,Construction,6515331,Initial Information Collected
40027,Site Development,6517968,
40028,Construction,6465375,Initial Information Collected
40029,Construction,6496522,
40030,Construction,6498653,Initial Information Collected
40031,Construction,6530341,Initial Information Collected
40032,Construction,6530341,Initial Information Collected
40033,Construction,6521856,Initial Information Collected
40034,Construction,6521856,Initial Information Collected
40035,Construction,6526852,Initial Information Collected
40036,Construction,6526852,Initial Information Collected
40037,Construction,6430727,Initial Information Collected
40038,Construction,6522035,Initial Information Collected
40039,Construction,6481846,Initial Information Collected
40040,Construction,6523393,Initial Information Collected
40041,Construction,6494595,Initial Information Collected
40042,Construction,6478501,Initial Information Collected
40043,Construction,6495175,Initial Information Collected
40044,Construction,6517897,Initial Information Collected
40045,Construction,6519599,Initial Information Collected
40046,Site Development,6521326,
40047,Construction,6526806,Initial Information Collected
40048,Construction,6526806,Initial Information Collected
40049,Construction,6526082,Initial Information Collected
40050,Construction,6526082,Initial Information Collected
40051,Construction,6525374,
40052,Construction,6525374,
40053,Construction,6530080,
40054,Construction,6410029,Initial Information Collected
40055,Construction,6436969,
40056,Construction,6411968,Initial Information Collected
40057,Construction,6386992,
40058,Construction,6255920,Initial Information Collected
40059,Construction,6423585,Initial Information Collected
40060,Construction,6412274,Initial Information Collected
40061,Construction,6430555,Initial Information Collected
40062,Demolition,6360564,Initial Information Collected
40063,Construction,6373573,
40064,Construction,6514236,Initial Information Collected
40065,Construction,6457205,Initial Information Collected
40066,Construction,6519881,Initial Information Collected
40067,Construction,6490776,Initial Information Collected
40068,Construction,6484708,Initial Information Collected
40069,Construction,6488760,Initial Information Collected
40070,Construction,6481246,Initial Information Collected
40071,Construction,6463120,Initial Information Collected
40072,Construction,6517080,Initial Information Collected
40073,Construction,6486548,Initial Information Collected
