ID,PermitNumber,PermitType,Status
39371,6105211,Demolition,CANCELLED
39372,6104979,Construction,CANCELLED
39373,6074853,Construction,CANCELLED
39374,6074674,Construction,CANCELLED
39375,6104452,Demolition,Reviews Completed
39376,6101503,Construction,CANCELLED
39377,6078564,Construction,CANCELLED
39378,6087764,Construction,CANCELLED
39379,6104506,Demolition,Reviews Completed
39380,6104503,Demolition,Reviews Completed
39381,6077291,Demolition,CANCELLED
39382,6099378,Construction,CANCELLED
39383,6063091,Construction,CANCELLED
39384,6102157,Construction,CANCELLED
39385,6084871,Construction,CANCELLED
39386,6093243,Construction,CANCELLED
39387,6098188,Construction,CANCELLED
39388,6097866,Construction,CANCELLED
39389,6084396,Construction,CANCELLED
39390,6102946,Demolition,Reviews Completed
39391,6102364,Demolition,Permit Closed
39392,6101553,Construction,CANCELLED
39393,6065978,Construction,CANCELLED
39394,6078840,Demolition,Reviews Completed
39395,6097724,Construction,CANCELLED
39396,6101601,Demolition,CANCELLED
39397,6101504,Demolition,CANCELLED
39398,6093505,Construction,CANCELLED
39399,6092532,Demolition,Reviews Completed
39400,6101502,Construction,CANCELLED
39401,6095084,Construction,CANCELLED
39402,6082177,Construction,CANCELLED
39403,6095599,Construction,CANCELLED
39404,6090258,Construction,CANCELLED
39405,6099077,Construction,Application Accepted
39406,6082633,Construction,CANCELLED
39407,6086326,Construction,CANCELLED
39408,6095276,Demolition,Reviews Completed
39409,6096270,Construction,CANCELLED
39410,6094806,Construction,CANCELLED
39411,6087888,Construction,CANCELLED
39412,6073729,Construction,CANCELLED
39413,6094874,Construction,CANCELLED
39414,6094691,Construction,CANCELLED
39415,6095330,Construction,CANCELLED
39416,6096266,Construction,CANCELLED
39417,6097643,Demolition,Reviews Completed
39418,6096722,Construction,CANCELLED
39419,6093760,Construction,CANCELLED
39420,6097333,Construction,CANCELLED
39421,6093412,Construction,CANCELLED
39422,6092204,Construction,CANCELLED
39423,6080787,Construction,CANCELLED
39424,6093192,Construction,CANCELLED
39425,6080767,Construction,CANCELLED
39426,6091864,Construction,CANCELLED
39427,6096600,Construction,CANCELLED
39428,6073298,Construction,CANCELLED
39429,6091799,Construction,CANCELLED
39430,6087069,Construction,CANCELLED
39431,6094173,Demolition,Reviews Completed
39432,6081384,Construction,CANCELLED
39433,6093974,Demolition,CANCELLED
39434,6090803,Construction,CANCELLED
39435,6093779,Demolition,Reviews Completed
39436,6093442,Construction,CANCELLED
39437,6086906,Construction,CANCELLED
39438,6089090,Demolition,Reviews Completed
39439,6091650,Construction,CANCELLED
39440,6079445,Construction,CANCELLED
39441,6092715,Demolition,Reviews Completed
39442,6091349,Construction,CANCELLED
39443,6070694,Construction,CANCELLED
39444,6088232,Demolition,CANCELLED
39445,6091863,Demolition,Reviews Completed
39446,6088374,Construction,CANCELLED
39447,6082143,Construction,CANCELLED
39448,6090249,Demolition,Reviews Completed
39449,6066181,Demolition,Reviews Completed
39450,6084265,Construction,CANCELLED
39451,6067669,Construction,Application Accepted
39452,6067668,Construction,Application Accepted
39453,6088100,Construction,CANCELLED
39454,6089242,Demolition,Reviews Completed
39455,6063931,Construction,CANCELLED
39456,6087848,Construction,CANCELLED
39457,6088000,Construction,CANCELLED
39458,6083230,Construction,CANCELLED
39459,6087679,Construction,Reviews Completed
39460,6074897,Construction,CANCELLED
39461,6088259,Construction,CANCELLED
39462,6088139,Demolition,Reviews Completed
39463,6078535,Construction,CANCELLED
39464,6073962,Construction,CANCELLED
39465,6087955,Construction,Application Accepted
39466,6074341,Construction,CANCELLED
39467,6062105,Construction,CANCELLED
39468,6065403,Construction,CANCELLED
39469,6087519,Demolition,CANCELLED
39470,6087470,Demolition,CANCELLED
39471,6078337,Construction,CANCELLED
39472,6099434,Construction,CANCELLED
39473,6086760,Demolition,Reviews Completed
39474,6085800,Construction,CANCELLED
39475,6068891,Construction,CANCELLED
39476,6078350,Construction,CANCELLED
39477,6085810,Construction,CANCELLED
39478,6072499,Construction,CANCELLED
39479,6077099,Construction,CANCELLED
39480,6078641,Construction,CANCELLED
39481,6085014,Demolition,Reviews Completed
39482,6084804,Demolition,Reviews Completed
39483,6081122,Construction,CANCELLED
39484,6069514,Construction,CANCELLED
39485,6084347,Demolition,Reviews Completed
39486,6084085,Construction,CANCELLED
39487,6083355,Demolition,CANCELLED
39488,6083344,Construction,Application Accepted
39489,6075673,Construction,CANCELLED
39490,6082647,Construction,CANCELLED
39491,6080148,Construction,CANCELLED
39492,6071900,Construction,Permit Closed
39493,6073898,Construction,CANCELLED
39494,6082459,Demolition,Reviews Completed
39495,6099829,Construction,CANCELLED
39496,6082189,Demolition,Reviews Completed
39497,6101773,Construction,Application Accepted
39498,6081646,Construction,Application Accepted
39499,6080851,Construction,CANCELLED
39500,6099445,Construction,Application Accepted
39501,6520270,Construction,Initial Information Collected
39502,6080785,Construction,Reviews Completed
39503,6080220,Demolition,Reviews Completed
39504,6099584,Construction,Application Accepted
39505,6099581,Construction,CANCELLED
39506,6079839,Demolition,Reviews Completed
39507,6075741,Construction,CANCELLED
39508,6079706,Construction,CANCELLED
39509,6066582,Construction,CANCELLED
39510,6078770,Construction,CANCELLED
39511,6078213,Construction,CANCELLED
39512,6074962,Demolition,Reviews Completed
39513,6065965,Construction,CANCELLED
39514,6077648,Construction,CANCELLED
39515,6075777,Construction,CANCELLED
39516,6069419,Construction,CANCELLED
39517,6074337,Construction,CANCELLED
39518,6069795,Construction,CANCELLED
39519,6075156,Demolition,Reviews Completed
39520,6076108,Demolition,Reviews Completed
39521,6067191,Construction,CANCELLED
39522,6100333,Construction,Application Accepted
39523,6075064,Construction,CANCELLED
39524,6073897,Construction,CANCELLED
39525,6100693,Construction,Application Accepted
39526,6073079,Construction,CANCELLED
39527,6099788,Construction,Reviews Completed
39528,6072937,Demolition,Reviews Completed
39529,6154045,Construction,CANCELLED
39530,6071720,Construction,Permit Closed
39531,6100926,Construction,Application Accepted
39532,6100925,Construction,Application Accepted
39533,6071686,Demolition,Reviews Completed
39534,6100951,Demolition,Reviews Completed
39535,6100948,Construction,Application Accepted
39536,6100294,Construction,Application Accepted
39537,6100662,Construction,Application Accepted
39538,6067423,Construction,CANCELLED
39539,6066932,Construction,CANCELLED
39540,6100939,Demolition,Reviews Completed
39541,6066203,Construction,CANCELLED
39542,6070809,Construction,CANCELLED
39543,6065512,Construction,CANCELLED
39544,6070030,Construction,CANCELLED
39545,6069240,Construction,CANCELLED
39546,6069244,Construction,Application Accepted
39547,6068503,Construction,CANCELLED
39548,6067856,Construction,CANCELLED
39549,6068549,Construction,CANCELLED
39550,6068613,Construction,Application Accepted
39551,6066156,Construction,CANCELLED
39552,6100919,Construction,Application Accepted
39553,6100310,Construction,Application Accepted
39554,6066319,Construction,CANCELLED
39555,6101320,Construction,CANCELLED
39556,6100670,Construction,Application Accepted
39557,6100301,Construction,CANCELLED
39558,6100306,Construction,Application Accepted
39559,6102100,Construction,Application Accepted
39560,6101137,Construction,Application Accepted
39561,6101090,Construction,Application Accepted
39562,6101127,Construction,Application Accepted
39563,6101648,Construction,Application Accepted
39564,6101314,Construction,CANCELLED
39565,6101637,Construction,Application Accepted
39566,6101511,Construction,Application Accepted
39567,6096986,Demolition,Permit Finaled
39568,6096975,Construction,Permit Finaled
39569,6096965,Construction,Permit Finaled
39570,6099347,Construction,Reviews Completed
39571,6101781,Construction,Application Accepted
39572,6101784,Demolition,Reviews Completed
39573,6100902,Construction,Application Accepted
39574,6142441,Construction,
39575,6101833,Construction,Application Accepted
39576,6101212,Construction,Application Accepted
39577,6101213,Construction,Application Accepted
39578,6101210,Construction,Application Accepted
39579,6101995,Construction,Application Accepted
39580,6133054,Construction,Permit Closed
39581,6133049,Construction,Permit Closed
39582,6133145,Construction,CANCELLED
39583,6120123,Construction,CANCELLED
39584,6104636,Construction,CANCELLED
39585,6105015,Construction,CANCELLED
39586,6168866,Construction,CANCELLED
39587,6104853,Construction,CANCELLED
39588,6104867,Construction,Application Accepted
39589,6118877,Construction,Permit Closed
39590,6118874,Construction,CANCELLED
39591,6118890,Construction,Permit Closed
39592,6118884,Construction,CANCELLED
39593,6134150,Construction,CANCELLED
39594,6076159,Construction,Initial Information Collected
39595,6089112,Construction,CANCELLED
39596,6118862,Construction,CANCELLED
39597,6124109,Construction,Cert of Occupancy Authorized
39598,6134135,Construction,CANCELLED
39599,6117963,Construction,CANCELLED
39600,6489283,Construction,Initial Information Collected
39601,6521505,Construction,
39602,6523989,Construction,Initial Information Collected
39603,6523989,Construction,Initial Information Collected
39604,6527505,Construction,Initial Information Collected
39605,6462285,Construction,Initial Information Collected
39606,6524884,Construction,Initial Information Collected
39607,6513309,Construction,Initial Information Collected
39608,6524884,Construction,Initial Information Collected
39609,6532062,Construction,Initial Information Collected
39610,6532062,Construction,Initial Information Collected
39611,6471642,Construction,
39612,6529566,Construction,
39613,6530723,Construction,
39614,6482640,Construction,Initial Information Collected
39615,6486473,Construction,Initial Information Collected
39616,6512485,Construction,
39617,6508042,Construction,Initial Information Collected
39618,6506627,Construction,
39619,6525123,Construction,Initial Information Collected
39620,6525915,Construction,Initial Information Collected
39621,6525915,Construction,Initial Information Collected
39622,6419447,Construction,
39623,6468585,Construction,Initial Information Collected
39624,6515232,Construction,Initial Information Collected
39625,6507162,Construction,Initial Information Collected
39626,6508929,Construction,Initial Information Collected
39627,6524998,Construction,Initial Information Collected
39628,6523926,Construction,Initial Information Collected
39629,6522450,Site Development,
39630,6522450,Site Development,
39631,6523826,Construction,Initial Information Collected
39632,6523826,Construction,Initial Information Collected
39633,6462988,Construction,Initial Information Collected
39634,6462988,Construction,Initial Information Collected
39635,6527930,Construction,Initial Information Collected
39636,6527930,Construction,Initial Information Collected
39637,6529835,Construction,Initial Information Collected
39638,6529835,Construction,Initial Information Collected
39639,6531751,Construction,
39640,6531751,Construction,
39641,6495661,Construction,Initial Information Collected
39642,6442846,Construction,Initial Information Collected
39643,6517145,Construction,Initial Information Collected
39644,753460,Construction,Information Converted
39645,6531797,Construction,
39646,6508952,Construction,
39647,6515308,Construction,Initial Information Collected
39648,6518020,Construction,Initial Information Collected
39649,6523859,Construction,Initial Information Collected
39650,6523859,Construction,Initial Information Collected
39651,6525837,Construction,Initial Information Collected
39652,6525837,Construction,Initial Information Collected
39653,6449337,Construction,
39654,6517969,Construction,Initial Information Collected
39655,6495337,Construction,
39656,6491053,Construction,
39657,6491033,Construction,
39658,6521828,Construction,Initial Information Collected
39659,6497132,Construction,Initial Information Collected
39660,6497132,Construction,Initial Information Collected
39661,6530408,Construction,
39662,6530408,Construction,
39663,6452467,Construction,Initial Information Collected
39664,6474900,Construction,
39665,6452274,Construction,Initial Information Collected
39666,6475936,Construction,Initial Information Collected
39667,6481171,Construction,Initial Information Collected
39668,6493062,Construction,Initial Information Collected
39669,6527373,Demolition,Initial Information Collected
39670,6489640,Construction,Initial Information Collected
39671,6528775,Construction,Initial Information Collected
39672,6509373,Construction,Initial Information Collected
39673,6524192,Construction,Initial Information Collected
39674,6524192,Construction,Initial Information Collected
39675,6531992,Site Development,
39676,6531992,Site Development,
39677,6526134,Construction,Initial Information Collected
39678,6526134,Construction,Initial Information Collected
39679,6525628,Construction,Initial Information Collected
39680,6525628,Construction,Initial Information Collected
39681,6527908,Construction,
39682,6527908,Construction,
39683,6501134,Construction,
39684,6506496,Construction,Initial Information Collected
39685,6531060,Construction,
39686,6511454,Construction,Initial Information Collected
39687,6515676,Construction,Initial Information Collected
39688,6528273,Construction,Initial Information Collected
39689,6528273,Construction,Initial Information Collected
39690,6517680,Demolition,Initial Information Collected
39691,6456039,Site Development,Information Collected
39692,6478202,Demolition,Initial Information Collected
39693,6474088,Construction,Initial Information Collected
39694,6495294,Construction,Initial Information Collected
39695,6501616,Construction,Initial Information Collected
39696,6519164,Construction,Initial Information Collected
39697,6414952,Construction,Initial Information Collected
39698,6451879,Construction,
39699,6516553,Construction,Initial Information Collected
39700,6524758,Construction,Initial Information Collected
39701,6524758,Construction,Initial Information Collected
39702,6526993,Construction,Initial Information Collected
39703,6526993,Construction,Initial Information Collected
39704,6521116,Construction,Initial Information Collected
39705,6442997,Construction,
39706,6505614,Construction,Initial Information Collected
39707,6460788,Construction,Initial Information Collected
39708,6505783,Construction,Initial Information Collected
39709,6481639,Construction,Initial Information Collected
